Rok(y) podpory,Název žadatele,Název projektu,Oblast podpory,Poskytovatel dotace,Přidělená částka [Kč],Název výzvy;;;;
2022,OUTDOOR FILMS s.r.o.,Mezinárodní festival outdoorových filmů - 20. ročník ,Oblast kultura,Magistrát města Ostravy,65000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
2022,Becca  production s.r.o.,OLDIES FESTIVAL,Oblast kultura,Magistrát města Ostravy,0,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
2022,Kulturně sportovní spolek Elegant,Swingové léto ,Oblast kultura,Magistrát města Ostravy,104000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
2022,Basketbalový klub NH Ostrava a.s.,Podpora Basketbalového klubu NH Ostrava a.s. v roce 2022,Oblast významných sportovních klubů,Magistrát města Ostravy,1500000,Program na podporu vrcholového sportu z rozpočtu SMO na rok 2022;;;;
2022,Pop Academy z.s.,International Young Talent Festival,Oblast kultura,Magistrát města Ostravy,0,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""Statutární město Ostrava, městský obvod Slezská Ostrava"",Cyklus komorních koncertů 2022,Oblast kultura,Magistrát města Ostravy,156000,Mimořádný transfer";;;;
2022,Marcel Palovčík,Barrák music hrad 2022,Oblast kultura,Magistrát města Ostravy,130000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""Statutární město Ostrava, městský obvod Slezská Ostrava"",Den Slezské 2022,Oblast kultura,Magistrát města Ostravy,260000,Mimořádný transfer";;;;
"2022,""Statutární město Ostrava, městský obvod Vítkovice"",Publikace k výročí 120. let otevření vítkovické radnice,Oblast kultura,Magistrát města Ostravy,0,Mimořádný transfer";;;;
2022,Marcel Palovčík,Barrák music club Ostrava - klubové koncerty v roce 2022,Oblast kultura,Magistrát města Ostravy,195000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""ASOCIACE ŘECKÝCH OBCÍ V ČESKÉ REPUBLICE, z.s. - Řecká obec Ostrava, pobočný spolek"",Život řecké národností menšiny v Ostravě v roce 2022,Oblast kultura,Magistrát města Ostravy,65000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
"2022,""Stavovská unie studentů Ostrava, z.s."",Majáles Ostrava 2022,Oblast kultura,Magistrát města Ostravy,130000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
"2022,""MH stolní tenis Ostrava, z.s."",""Podpora celoroční činnosti MH stolní tenis Ostrava,z. s. pro rok 2022"",Oblast významných sportovních klubů,Magistrát města Ostravy,600000,Program na podporu vrcholového sportu z rozpočtu SMO na rok 2022";;;;
2022,Ostravská univerzita,Mezinárodní festival dětské a studentské multimediální tvorby TrikFilm 2022,Oblast kultura,Magistrát města Ostravy,65000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
2022,Ostravská univerzita,Operní představení: Maurice Ravel – Dítě a kouzla,Oblast kultura,Magistrát města Ostravy,39000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
2022,SKI Vítkovice - Bílá z.s.,Zajištění celoroční činnosti lyžařského oddílu SKI Vítkovice -Bílá z.s.,Oblast tělovýchovy a sportu,Magistrát města Ostravy,378000,Program na podporu tělovýchovy a sportu z rozpočtu SMO na rok 2022;;;;
2022,Biskupství ostravsko-opavské,Noc kostelů 2022,Oblast kultura,Magistrát města Ostravy,65000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""Moravskoslezská kreativní akademie, z.s."",Filmové workshopy pro děti,Oblast kultura,Magistrát města Ostravy,0,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
"2022,""Galerie Díra, z.s."",Galerie Díra - otevřená pro všechny,Oblast kultura,Magistrát města Ostravy,39000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
"2022,""GALERIE MAGNA, z.s."",Výstavní program GALERIE MAGNA 2022,Oblast kultura,Magistrát města Ostravy,130000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
2022,SCULPTURE LINE s.r.o.,Sculpture Line,Oblast kultura,Magistrát města Ostravy,195000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
2022,Alter Locus s. r. o.,PENDL,Oblast kultura,Magistrát města Ostravy,130000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""Janáčkova filharmonie Ostrava, příspěvková organizace"",Mezinárodní orchestrální akademie,Oblast kultura,Magistrát města Ostravy,260000,Mimořádný příspěvek";;;;
"2022,""Janáčkova filharmonie Ostrava, příspěvková organizace"",Janáčkova filharmonie dětem,Oblast kultura,Magistrát města Ostravy,104000,Mimořádný příspěvek";;;;
"2022,""Janáčkova filharmonie Ostrava, příspěvková organizace"",Filharmonie Plus+,Oblast kultura,Magistrát města Ostravy,104000,Mimořádný příspěvek";;;;
2022,Slezský soubor Heleny Salichové z.s.,18. ročník podzimní slavnosti Třebovický koláč,Oblast kultura,Magistrát města Ostravy,500000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""Sjednocená organizace nevidomých a slabozrakých České republiky, zapsaný spolek"",Festival Dny umění nevidomých na Moravě 2022,Oblast kultura,Magistrát města Ostravy,35000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
"2022,""Statutární město Ostrava, městský obvod Hošťálkovice"",Tradiční hošťálkovická pouť s připomínkou 645. let od první písemné zmínky o Hošťálkovicích,Oblast kultura,Magistrát města Ostravy,0,Mimořádný transfer";;;;
"2022,""Knihovna města Ostravy, příspěvková organizace"",Paměť Ostravy 2020-2022,Oblast kultura,Magistrát města Ostravy,25900,Mimořádný příspěvek";;;;
"2022,""Statutární město Ostrava, městský obvod Lhotka"",Honění krále ve Lhotce rok 2022,Oblast kultura,Magistrát města Ostravy,104000,Mimořádný transfer";;;;
2022,jednou z. s.,ecce homo,Oblast kultura,Magistrát města Ostravy,0,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""Campanula vodáci, z.s."",""Pravidelná činnost Campanula vodáci, z.s. pro rok 2022"",Oblast tělovýchovy a sportu,Magistrát města Ostravy,41000,Program na podporu tělovýchovy a sportu z rozpočtu SMO na rok 2022";;;;
2022,Slezská lilie z.s.,Mezinárodní hudební festival Slezská lilie 2022,Oblast kultura,Magistrát města Ostravy,130000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""Kultura pro Slezskou Ostravu, z.s."",SORFEST - Slezskoostravský Rock-Fest,Oblast kultura,Magistrát města Ostravy,195000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
2022,SeePOINT s.r.o.,Galerie venku - Ostrava mýma očima,Oblast kultura,Magistrát města Ostravy,104000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
2022,Evropská nadace R.M.R. - EUROPAISCHE R.M.RILKE STIFTUNG,Bolestné echo času,Oblast kultura,Magistrát města Ostravy,0,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""Divadlo loutek Ostrava, příspěvková organizace"",Pimprléto 2022,Oblast kultura,Magistrát města Ostravy,220000,Mimořádný příspěvek";;;;
"2022,""TROJKA OSTRAVA, z.ú."",Ostrava zpívá gospel 2022,Oblast kultura,Magistrát města Ostravy,91000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
2022,Větrné mlýny s.r.o.,Měsíc autorského čtení 2022,Oblast kultura,Magistrát města Ostravy,130000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2022,""Divadlo Devítka, spolek"",OSTRAVSKÉ BUCHARY,Oblast kultura,Magistrát města Ostravy,71000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
"2022,""Čtyřlístek - centrum pro osoby se zdravotním postižením Ostrava, příspěvková organizace"",Koncert Všechny barvy duhy XV,Oblast kultura,Magistrát města Ostravy,130000,Mimořádný příspěvek";;;;
"2021,""TACYKLISTIKA, z.s."",Cyklokros Ostrava,Oblast sportu,Magistrát města Ostravy,200000,Mimořádná dotace";;;;
"2022,""Česko-japonské kulturní centrum, z.s."",Japonské dny v Ostravě,Oblast kultura,Magistrát města Ostravy,195000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
"2022,""Česko-japonské kulturní centrum, z.s."",provoz a činnost Česko-japonského kulturního centra,Oblast kultura,Magistrát města Ostravy,130000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
"2022,""Janáčkova konzervatoř v Ostravě, příspěvková organizace"",Pro Bohemia Ostrava 2022 - 20. ročník mezinárodní interpretační soutěže,Oblast kultura,Magistrát města Ostravy,65000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
2021,Boxing club Poruba z.s,Celoroční sportovní činnost Boxing clubu Poruba z.s.,Oblast sportu,Magistrát města Ostravy,49000,Mimořádná dotace;;;;
"2022,""Dětský folklorní soubor - HOLÚBEK, z.s."",Dětský mezinárodní folklorní festival „DĚTI A TRADICE“,Oblast kultura,Magistrát města Ostravy,130000,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
"2022,""Akcičky smích. radost. odpočinek, z. s."",Rainbow Fest,Oblast kultura,Magistrát města Ostravy,0,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022";;;;
2022,ZaZa Galerie s.r.o.,Celoroční výstavní činnost ZaZa Galerie 2022,Oblast kultura,Magistrát města Ostravy,0,Výběrové řízení na poskytnutí dotací v oblasti kultury pro rok 2022;;;;
"2021,""Ostravské centrum nové hudby, z.s."",Zásadní Bernhard Lang v Centru současného umění DOX+,Oblast kultura,Magistrát města Ostravy,200000,Mimořádná dotace";;;;
"2021,""Regionálna obec Slovákov v Ostravě, z.s"",""""""Dny vzájemnosti: Nazdravíčko!!!"""""",Oblast kultura,Magistrát města Ostravy,50000,Mimořádná dotace";;;;
"2021,""Základní umělecká škola Eduarda Marhuly, Ostrava - Mariánské Hory, Hudební 6, příspěvková organizace"",Akademie kultury a vzdělávání III. věku,Oblast školství,Magistrát města Ostravy,150000,Mimořádná dotace";;;;
2021,Fotbalová asociace České republiky,Mezistátní kvalifikační utkání Česká republika x Bělorusko,Oblast sportu,Magistrát města Ostravy,0,Mimořádná dotace;;;;
"2021,""AlFi, z.s."",Podpora dětí s PAS a jejich rodin,Oblast podpora osob s handicapem,Magistrát města Ostravy,250000,Mimořádná dotace";;;;
"2021,""Perinvest, a.s."",J&T Banka Ostrava Open 2021,Oblast sportu,Magistrát města Ostravy,2400000,Mimořádná dotace";;;;
"2021,""PIERRO FORTE, z.s."",Doprovodný kulturní program pro akci DANCE OSTRAVA GRAND PRIX 2021,Oblast kultura,Magistrát města Ostravy,0,Mimořádná dotace";;;;
2021,Charita Ostrava,Hospic sv. Lukáše - odlehčovací služby,Oblast sociální péče,Magistrát města Ostravy,400000,Mimořádná dotace;;;;
2021,Charita Ostrava,Charitní dům sv. Václava - domov pokojného stáří,Oblast sociální péče,Magistrát města Ostravy,1100000,Mimořádná dotace;;;;
2021,Charita Ostrava,Charitní dům sv. Alžběty - zařízení pro přechodný pobyt seniorů,Oblast sociální péče,Magistrát města Ostravy,0,Mimořádná dotace;;;;
2021,Charita Ostrava,Charitní pečovatelská služba - středisko Tereza,Oblast sociální péče,Magistrát města Ostravy,562000,Mimořádná dotace;;;;
"2021,""Futsal club Ostrava, z.s."",""Mistrovství ČR ve Futsalu Žen, Ostrava 26.-27.6. 2021"",Oblast sportu,Magistrát města Ostravy,20000,Mimořádná dotace";;;;
"2021,  Ondřej Rybníček  ,""Zeleň, Tyršův reliéf"",Oblast revitalizace veřejného prostoru,Magistrát města Ostravy,27000,Mimořádná dotace";;;;
"2021,""Fun direct, s.r.o."",Nominační závody 1. výkonnostní třídy ve sportovním aerobiku 2021 ,Oblast sportu,Magistrát města Ostravy,20000,Mimořádná dotace";;;;
2021,BOTUMY s.r.o.,Zaměstnávání lidí s duševním onemocněním v sociálním podniku BOTUMY,Oblast podpora osob s handicapem,Magistrát města Ostravy,100000,Mimořádná dotace;;;;
"2021,""MENS SANA, z.ú."",Zaměstnávání lidí s duševním onemocněním v podpůrném prostředí,Oblast podpora osob s handicapem,Magistrát města Ostravy,0,Mimořádná dotace";;;;
"2021,""MENS SANA, z.ú."",""CHRÁNĚNÉ BYDLENÍ MENS SANA, z.ú."",Oblast sociální péče,Magistrát města Ostravy,350000,Mimořádná dotace";;;;
2021,Bc. Hana Mrocková  ,Vílí zahrádka,Oblast revitalizace veřejného prostoru,Magistrát města Ostravy,81000,Mimořádná dotace;;;;
"2021,""Armáda spásy v České republice, z. s."",""Armáda spásy, Domov Přístav Ostrava Zukalova (2019-2022)"",Oblast sociální péče,Magistrát města Ostravy,0,Mimořádná dotace";;;;
"2021,""Armáda spásy v České republice, z. s."",""Armáda spásy, Adelante, Noclehárna pro ženy Ostrava (2019-2022)"",Oblast sociální péče,Magistrát města Ostravy,40000,Mimořádná dotace";;;;
"2021,""Armáda spásy v České republice, z. s."",""Armáda spásy, Noclehárna pro muže Ostrava (2019-2022)"",Oblast sociální péče,Magistrát města Ostravy,100000,Mimořádná dotace";;;;
"2021,""Armáda spásy v České republice, z. s."",""Armáda spásy, Adelante, Nízkoprahové denní centrum Ostrava "",Oblast sociální péče,Magistrát města Ostravy,0,Mimořádná dotace";;;;
"2021,""Armáda spásy v České republice, z. s."",""Armáda spásy, Adelante, Terénní program Ostrava"",Oblast sociální péče,Magistrát města Ostravy,0,Mimořádná dotace";;;;
"2021,""TK SC OSTRAVA, z.s."",OSTRA CUP 2021,Oblast sportu,Magistrát města Ostravy,50000,Mimořádná dotace";;;;
2021,Na Výminku s.r.o.,Na Výminku s.r.o.,Oblast sociální péče,Magistrát města Ostravy,300000,Mimořádná dotace;;;;
2021,BK SNAKES OSTRAVA  z.s.,Test Cup 2021,Oblast sportu,Magistrát města Ostravy,50000,Mimořádná dotace;;;;
2021,Centrum pro zdravotně postižené Moravskoslezského kraje o.p.s.,Osobní asistence Ostravsko,Oblast sociální péče,Magistrát města Ostravy,0,Mimořádná dotace;;;;
2021,Centrum pro zdravotně postižené Moravskoslezského kraje o.p.s.,Osobní asistence Ostravsko,Oblast sociální péče,Magistrát města Ostravy,298000,Mimořádná dotace;;;;
"2021,""Armáda spásy v České republice, z. s."",""Armáda spásy, Domov Přístav Ostrava Kunčičky (2019-2022)"",Oblast sociální péče,Magistrát města Ostravy,2000000,Mimořádná dotace";;;;
"2021,""Armáda spásy v České republice, z. s."",""Armáda spásy, Sociálně aktivizační služby pro seniory a zdravotně postižené Ostrava"",Oblast sociální péče,Magistrát města Ostravy,100000,Mimořádná dotace";;;;
"2021,""Armáda spásy v České republice, z. s."",""Armáda spásy, Prevence bezdomovectví Ostrava"",Oblast sociální péče,Magistrát města Ostravy,200000,Mimořádná dotace";;;;
"2021,""Armáda spásy v České republice, z. s."",""Armáda spásy, Nízkoprahové zařízení pro děti a mládež Ostrava Přívoz"",Oblast sociální péče,Magistrát města Ostravy,200000,Mimořádná dotace";;;;
"2021,""Sdružení sportovních klubů Vítkovice, z.s."",Mytí umělého povrchu atletické dráhy na Městském stadionu,Oblast sportu,Magistrát města Ostravy,324000,Mimořádná dotace";;;;
"2021,""Renarkon, o. p. s."",Terénní program Ostrava,Oblast protidrogové prevence,Magistrát města Ostravy,200000,Mimořádná dotace";;;;
"2021,Tělocvičná jednota Sokol Moravská Ostrava II,""Podpora členů oddílu zápasu T. J. Sokol Moravská Ostrava II, kteří byli vybráni do reprezentačního družstva ČR ve věkové kategorii kadet"",Oblast sportu,Magistrát města Ostravy,50000,Mimořádná dotace";;;;
2021,Centrum pro rodinu a sociální péči z. s.,VÝSTAVA PRO DNY FAJNE RODINY,Oblast rodinná politika,Magistrát města Ostravy,10000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2021;;;;
